parking_id,horizon,n_first,n_second,mae_first,mae_second,mae_overall,baseline_mae,baseline_name,evidence_report,evaluated_at,status,reason
441,360,243,420,3.129,10.465,7.776,7.169,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
461,360,243,420,9.225,9.126,9.162,8.97,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
521,360,243,420,3.001,2.801,2.874,3.185,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
522,360,243,420,2.845,2.484,2.617,2.314,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,display_blocked,독립 rolling-origin 재현 확인 전까지 노출 보류
8,720,98,276,2.413,4.497,3.951,3.381,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
9,720,98,276,6.071,8.811,8.093,1.819,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
10,720,98,276,3.272,3.53,3.463,2.494,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
11,720,98,276,10.713,11.023,10.942,4.624,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
12,720,98,276,2.555,3.366,3.153,2.315,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
13,720,98,276,7.412,8.082,7.906,7.515,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
16,720,98,276,2.24,7.849,6.379,2.079,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
17,720,98,276,2.026,2.972,2.724,3.547,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
18,720,98,276,7.769,6.383,6.746,2.922,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
20,720,98,276,2.712,7.127,5.97,2.42,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
21,720,98,276,9.125,7.955,8.261,4.445,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
24,720,98,276,7.057,14.732,12.721,11.961,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
25,720,98,276,6.419,8.745,8.136,8.198,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
26,720,87,276,5.168,6.913,6.495,3.719,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 87행/후반 276행)
27,720,98,276,3.859,6.776,6.012,4.738,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
28,720,98,276,4.695,5.873,5.564,4.501,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
29,720,98,276,10.665,14.423,13.438,8.929,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
30,720,98,276,4.491,9.886,8.472,7.746,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
31,720,98,276,1.976,11.822,9.242,2.89,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
33,720,98,276,3.101,10.376,8.47,6.487,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
34,720,98,276,2.635,3.388,3.191,2.059,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
36,720,98,276,9.205,10.056,9.833,6.875,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
37,720,98,276,4.016,5.94,5.436,2.638,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
38,720,98,276,4.455,5.986,5.585,3.888,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
39,720,98,276,6.701,6.767,6.75,4.106,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
40,720,98,276,12.407,14.541,13.982,14.232,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
42,720,98,276,5.019,19.676,15.836,10.984,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
81,720,98,276,17.831,11.089,12.855,8.848,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
82,720,98,276,11.316,4.839,6.536,2.353,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
106,720,98,276,2.645,5.643,4.858,1.443,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
108,720,98,276,0.184,5.09,3.804,1.626,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
112,720,98,276,15.328,4.587,7.401,4.776,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
121,720,98,276,9.401,11.849,11.208,4.049,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
181,720,98,276,5.409,6.589,6.28,4.669,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
182,720,98,276,15.438,24.655,22.24,14.738,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
183,720,98,276,15.311,18.376,17.573,7.284,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
201,720,98,276,3.536,29.047,22.362,12.92,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
401,720,98,276,9.367,9.599,9.538,9.669,lag_24h,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
421,720,98,276,2.611,13.544,10.679,9.107,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
441,720,98,276,5.016,8.669,7.712,6.477,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
461,720,98,276,10.754,9.386,9.745,6.981,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
521,720,98,276,1.948,3.252,2.911,2.854,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
522,720,98,276,4.892,2.361,3.024,2.191,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 98행/후반 276행)
8,1440,0,60,,5.556,5.556,3.037,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
9,1440,0,60,,15.563,15.563,1.845,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
10,1440,0,60,,3.856,3.856,2.115,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
11,1440,0,60,,9.438,9.438,4.024,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
12,1440,0,60,,3.463,3.463,4.053,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
13,1440,0,60,,8.232,8.232,6.703,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
16,1440,0,60,,15.242,15.242,0.577,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
17,1440,0,60,,6.438,6.438,1.904,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
18,1440,0,60,,2.404,2.404,2.068,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
20,1440,0,60,,8.6,8.6,3.52,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
21,1440,0,60,,9.887,9.887,4.167,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
24,1440,0,60,,3.213,3.213,6.319,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
25,1440,0,60,,9.077,9.077,8.192,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
26,1440,0,49,,13.599,13.599,10.436,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 49행)
27,1440,0,60,,9.194,9.194,3.793,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
28,1440,0,60,,6.046,6.046,6.947,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
29,1440,0,60,,21.052,21.052,11.049,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
30,1440,0,60,,10.279,10.279,4.635,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
31,1440,0,60,,10.75,10.75,2.706,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
33,1440,0,60,,11.184,11.184,8.388,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
34,1440,0,60,,2.118,2.118,1.738,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
36,1440,0,60,,7.406,7.406,5.213,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
37,1440,0,60,,4.726,4.726,1.443,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
38,1440,0,60,,6.235,6.235,2.311,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
39,1440,0,60,,6.009,6.009,2.769,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
40,1440,0,60,,9.086,9.086,12.389,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
42,1440,0,60,,29.057,29.057,18.106,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
81,1440,0,60,,10.661,10.661,11.111,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
82,1440,0,60,,3.576,3.576,2.121,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
106,1440,0,60,,31.029,31.029,5.0,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
108,1440,0,60,,52.339,52.339,3.361,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
112,1440,0,60,,16.218,16.218,8.789,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
121,1440,0,60,,2.134,2.134,0.924,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
181,1440,0,60,,4.007,4.007,3.733,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
182,1440,0,60,,0.309,0.309,0.238,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
183,1440,0,60,,13.196,13.196,3.167,persistence,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
201,1440,0,60,,26.083,26.083,18.043,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
401,1440,0,60,,14.039,14.039,14.677,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
421,1440,0,60,,16.401,16.401,12.113,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
441,1440,0,60,,11.837,11.837,13.524,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
461,1440,0,60,,10.638,10.638,4.5,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
521,1440,0,60,,2.296,2.296,3.281,lag_7d,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
522,1440,0,60,,1.685,1.685,2.905,seasonal_naive,reports/tables/accuracy_gate_detail.csv,2026-09-20,insufficient,표본 부족(전반 0행/후반 60행)
